ANO_ELEICAO,SQ_CANDIDATO,NM_CANDIDATO,DS_CARGO,DS_GENERO,DS_COR_RACA,DS_GRAU_INSTRUCAO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,PERC_VOTOS
2016,210000022210,ANGELITA PINTO DE SOUZA,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,1042,0.052045898288728874
2016,210000022254,MILTON DE CASTRO SANTANA,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,132,0.006593146424291949
2016,210000024683,ADRIANO LUIS RAMBO SCAVONI,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,308,0.015384008323347879
2016,210000022225,MARCONI OLIVEIRA FERNANDES,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,403,0.020129075825679205
2016,210000024690,PAULO CESAR SANTOS DA SILVA,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO INCOMPLETO,SUPLENTE,1012,0.05054745591957161
2016,210000016320,RAUL TORELLY FRAGA,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,2596,0.12966521301107498
2016,210000022224,JORGE LUIS ALVES RIBEIRO,VEREADOR,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,SUPLENTE,1040,0.05194600213078505
2016,210000023953,ANTONIO CARLOS DA COSTA DOS SANTOS,VEREADOR,MASCULINO,PARDA,ENSINO FUNDAMENTAL INCOMPLETO,SUPLENTE,115,0.0057440290817695
2016,210000022207,ALBANO ROCHEDO GADDO,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,670,0.03346521291117883
2016,210000024156,CRISTIANO SILVA DE OLIVEIRA,VEREADOR,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,SUPLENTE,358,0.017881412271943314
2016,210000006967,PRISCILA VOIGT SEVERIANO,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,523,0.02612284530230825
2016,210000016324,ALVONI MEDINA NUNES,VEREADOR,MASCULINO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,ELEITO POR QP,7712,0.3851995850313599
2016,210000022230,PAULO SERGIO ALVES DOS SANTOS,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,ELEITO POR QP,3691,0.184358359485315
2016,210000030800,JURANDIR OCHAGAVIA DA COSTA FILHO,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,NÃO ELEITO,459,0.022926168248106095
2016,210000024647,ANTONIO CARLOS ROSS DE ABREU,VEREADOR,MASCULINO,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO,SUPLENTE,1588,0.07931754940739101
2016,210000016306,RUTH MARIA DE JESUS AMARAL D AMORIM,VEREADOR,FEMININO,PRETA,SUPERIOR COMPLETO,SUPLENTE,664,0.033165524437347375
2016,210000024658,ANTONINHO ANDRE GERMANO,VEREADOR,MASCULINO,PRETA,ENSINO MÉDIO INCOMPLETO,SUPLENTE,191,0.009540083083634562
2016,210000006978,LETICIA MOREIRA DA SILVA,VEREADOR,FEMININO,BRANCA,SUPERIOR INCOMPLETO,SUPLENTE,879,0.04390436141630775
2016,210000025583,FABIO MAIA OSTERMANN,PREFEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,NÃO ELEITO,7054,0.352333749067844
2016,210000017041,EMERSON MARTINS DUTRA,VEREADOR,MASCULINO,PARDA,SUPERIOR COMPLETO,SUPLENTE,911,0.045502699943408824
2016,210000010477,VALMIR FERREIRA MARTINS,VEREADOR,MASCULINO,PRETA,SUPERIOR INCOMPLETO,SUPLENTE,1700,0.0849117342522448
2016,210000022252,MARCELO DANIEL DA SILVA CORREA,VEREADOR,MASCULINO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,607,0.03031848393594858
2016,210000006969,ROBERTO MAINERI,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO INCOMPLETO,SUPLENTE,331,0.01653281413970178
2016,210000022242,JULIO CESAR DE SOUZA GONÇALVES,VEREADOR,MASCULINO,PARDA,SUPERIOR COMPLETO,SUPLENTE,3235,0.16158203547412464
2016,210000024668,DANIEL MENA BARRETO,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,55,0.0027471443434549784
2016,210000022233,LORECINDA FERREIRA ABRAO,VEREADOR,FEMININO,PRETA,SUPERIOR COMPLETO,SUPLENTE,1217,0.06078681210881289
2016,210000031060,DANIEL PACHECO COSTA,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,NÃO ELEITO,14,0.0006992731056067218
2016,210000006934,ANA PAULA SANDER FICK,VEREADOR,FEMININO,BRANCA,SUPERIOR INCOMPLETO,SUPLENTE,160,0.007991692635505391
2016,210000006955,LEANDRO RAMOS CAMBRAIA,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,188,0.009390238846718836
2016,210000023942,BEATRIZ FIALHO MOLITERNI,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,231,0.01153800624251091
2016,210000009232,VIVIAN CELIA RAUTER HERESCU,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,523,0.02612284530230825
2016,210000006941,ELIANE CARMANIM LIMA,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,392,0.01957964695698821
2016,210000022223,SÉFORA FERNANDA GOMES DE ALMEIDA HERNANDES MOTA,VEREADOR,FEMININO,PARDA,SUPERIOR COMPLETO,SUPLENTE,2900,0.14484942901853523
2016,210000024127,DARI RODRIGUES DA SILVA,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,238,0.011887642795314271
2016,210000021068,JOSE HENRIQUE DUARTE,VEREADOR,MASCULINO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,131,0.00654319834532004
2016,210000022255,SONIA REGINA VICENTE,VEREADOR,FEMININO,PARDA,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,8,0.00039958463177526966
2016,210000010507,DANIEL CHRISTIAN ARAUJO DE SOUZA,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,336,0.016782554534561324
2016,210000016349,SONIA MARIA PACHECO D AVILA,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,3108,0.15523862944469224
2016,210000017042,MARIA BERNADETE SENNA FAGUNDES,VEREADOR,FEMININO,PRETA,SUPERIOR INCOMPLETO,SUPLENTE,921,0.046002180733127916
2016,210000016347,ROBERTO TONON,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO INCOMPLETO,SUPLENTE,819,0.04090747667799322
2016,210000024671,MARCELO DE OLIVEIRA RIBAS,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,267,0.013336137085499623
2016,210000024681,HILTON ALEXANDRE DE ASSIS GERONIMO,VEREADOR,MASCULINO,PRETA,SUPERIOR COMPLETO,SUPLENTE,437,0.021827310510724104
2016,210000024138,MARGARETE ALAIDE DAPPER,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,768,0.03836012465042588
2016,210000016321,JOSÉ AMARO AZEVEDO DE FREITAS,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,ELEITO POR QP,7728,0.3859987542949105
2016,210000024706,ALESSANDRO DE MORAES FERNANDES,VEREADOR,MASCULINO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,57,0.002847040501398796
2016,210000030585,MURILO SEFERIN VENTURA,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,NÃO ELEITO,126,0.0062934579504604965
2016,210000030576,EDUARDO BROCCA,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,NÃO ELEITO,44,0.0021977154747639827
2016,210000030562,JOSÉ GOLBERT LOPES DA SILVA,VEREADOR,MASCULINO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,NÃO ELEITO,92,0.004595223265415601
2016,210000006943,ELIANI INES MOUSQUER,VEREADOR,FEMININO,BRANCA,SUPERIOR INCOMPLETO,SUPLENTE,326,0.016283073744842235
2016,210000010481,LUISA HELENA STERN LENTZ,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,523,0.02612284530230825
2016,210000017029,ANA LUCIA NUNES SOARES,VEREADOR,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,SUPLENTE,216,0.01078878505793228
2016,210000016323,CARLOS ALEXANDRE DA SILVEIRA DIAS,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,276,0.013785669796246802
2016,210000031062,LUIZ LAERCIO LACERDA GAI,VEREADOR,MASCULINO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,NÃO ELEITO,130,0.006493250266348131
2016,210000024691,RONI DA SILVA,VEREADOR,MASCULINO,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO,SUPLENTE,394,0.01967954311493203
2016,210000024698,LUCIANO VIEIRA BATISTA,VEREADOR,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,SUPLENTE,1217,0.06078681210881289
2016,210000017044,ANTONIO LUIS RIBEIRO,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,81,0.004045794396724605
2016,210000017036,EVALDIR SANTOS RAMALHO,VEREADOR,MASCULINO,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO,SUPLENTE,1570,0.07841848398589667
2016,210000023940,ALESSANDRA DE SOUZA FERRET,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,153,0.007642056082702031
2016,210000016300,CALI CRISTINA BARBOSA NUNES,VEREADOR,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,267,0.013336137085499623
2016,210000021083,YOLANDA SIRINO DA SILVA,VEREADOR,FEMININO,PARDA,SUPERIOR COMPLETO,SUPLENTE,457,0.022826272090162275
2016,210000021049,LUCIANO ROBERTO GOULART MIRALES,VEREADOR,MASCULINO,PRETA,SUPERIOR INCOMPLETO,SUPLENTE,901,0.04500321915368974
2016,210000010490,MARIA CLAUDETE MELO SANTO,VEREADOR,FEMININO,PRETA,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,64,0.0031966770542021573
2016,210000023969,MARCELO TADEU DE LIMA FRAGA,VEREADOR,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,SUPLENTE,1076,0.053744132973773756
2016,210000024126,SANDRO JOÃO DAMASCENO CYNTRÃO,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,1300,0.06493250266348131
2016,210000024158,CÍNTIA NAIR OLIVEIRA JARDIM,VEREADOR,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,SUPLENTE,165,0.008241433030364936
2016,210000022250,MARIA CRISTINA MACHADO ROSITO,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,528,0.026372585697167796
2016,210000023981,MARIA DE LOURDES DALLACORT ZAMPIERON,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,1886,0.09420207694101981
2016,210000024665,HAMILTON SOSSMEIER,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,2841,0.1419024923591926
2016,210000010483,MARIO DAGOBERTO ABREU QUADROS,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,362,0.01808120458783095
2016,210000030565,ALEXANDRE DE OLIVEIRA MACHADO,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO INCOMPLETO,NÃO ELEITO,33,0.0016482866060729873
2016,210000030574,RENATO DIAS DE ALMEIDA,VEREADOR,MASCULINO,PRETA,SUPERIOR COMPLETO,NÃO ELEITO,70,0.0034963655280336094
2016,210000023954,GUSTAVO ESCOBAR CURIA,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,381,0.019030218088297215
2016,210000016302,MAURO GOMES DE MOURA,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,911,0.045502699943408824
2016,210000016328,MARIA DE FÁTIMA POLITO IVANOFF,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,271,0.013535929401387259
2016,210000030582,MARIÁ OLMI,VEREADOR,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,NÃO ELEITO,71,0.0035463136070055176
2016,210000006935,ANTONIO SANZI,VEREADOR,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,SUPLENTE,174,0.008690965741112115
2016,210000006976,ELAINE SILVA DOS SANTOS SANTOS,VEREADOR,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,SUPLENTE,194,0.009689927320550289
2016,210000006960,MARCELO ROCHA GARCIA,VEREADOR,MASCULINO,PARDA,SUPERIOR COMPLETO,SUPLENTE,2398,0.11977549337463707
2016,210000023944,PATRICIA RIOS SCHOSSLER,VEREADOR,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,292,0.014584839059797341
2016,210000024168,JESUS CASSIÁ LOPES GOMES,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,1988,0.09929678099615451
2016,210000024164,ALCEU OLIVEIRA DA ROSA,VEREADOR,MASCULINO,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO,SUPLENTE,2502,0.12497009358771557
2016,210000004100,PAULO RICARDO DA SILVA,VEREADOR,MASCULINO,PRETA,ENSINO MÉDIO INCOMPLETO,NÃO ELEITO,678,0.0338647975429541
2016,210000023963,TOMAZ AUGUSTO SCHUCH,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,591,0.02951931467239804
2016,210000006958,LUIZ ALBERTO NEGRINHO DE OLIVEIRA JUNIOR,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,436,0.021777362431752195
2016,210000030580,EDMÍLSON RODRIGUES,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,NÃO ELEITO,192,0.00959003116260647
2016,210000032767,MICHELLE DORALINA GOMES DE SOUZA,VEREADOR,FEMININO,BRANCA,SUPERIOR INCOMPLETO,SUPLENTE,20,0.000998961579438174
2016,210000021054,JOÃO CARLOS DA LUZ DIOGO,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,1150,0.05744029081769501
2016,210000030550,ELIAS MENDES DOS REIS,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,NÃO ELEITO,384,0.01918006232521294
2016,210000010493,MARGARETE COSTA MORAES,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,2011,0.1004455868125084
2016,210000030561,ELISABETH GONZALEZ ESPINOLA,VEREADOR,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,NÃO ELEITO,146,0.007292419529898671
2016,210000018054,JOSÉ GUILHERME BONINSEGNA DA NÓBREGA,VEREADOR,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,NÃO ELEITO,41,0.002047871237848257
2016,210000023964,GERALDO JOAQUIM DE CARVALHO,VEREADOR,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,SUPLENTE,561,0.028020872303240782
2016,210000024699,LUIS HENRIQUE LOPES,VEREADOR,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,SUPLENTE,435,0.021727414352780285
2016,210000030549,ADILSON DE SOUZA COSTA,VEREADOR,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,NÃO ELEITO,194,0.009689927320550289
2016,210000006953,KAREN MORAIS DOS SANTOS,VEREADOR,FEMININO,PRETA,SUPERIOR COMPLETO,SUPLENTE,2642,0.13196282464378278
2016,210000021055,ANTÔNIO ERINEO DA SILVA GOMES,VEREADOR,MASCULINO,PRETA,SUPERIOR INCOMPLETO,SUPLENTE,205,0.010239356189241284
2016,210000004092,ROGER CRISTIANO DIAS PORTO,VEREADOR,MASCULINO,PRETA,SUPERIOR INCOMPLETO,NÃO ELEITO,720,0.03596261685977426
2016,210000017033,VIVIANE DA ROSA CORREA,VEREADOR,FEMININO,PRETA,SUPERIOR INCOMPLETO,SUPLENTE,351,0.017531775719139952
2016,210000016339,FLAVIO GILBERTO DO NASCIMENTO,VEREADOR,MASCULINO,PARDA,SUPERIOR INCOMPLETO,SUPLENTE,505,0.025223779880813892
2016,210000022235,JAIR SOUZA DA SILVA,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,456,0.02277632401119037
2016,210000024676,ANDREA MILANI,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,224,0.011188369689707548
2016,210000032813,ANTONIO DOMINGO ROCCO,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,366,0.018280996903718583
2016,210000021064,NEMIAS ROCHA SANCHES,VEREADOR,MASCULINO,PARDA,SUPERIOR COMPLETO,SUPLENTE,69,0.0034464174490617004
2016,210000017037,VILMAR FRAGA DA SILVA,VEREADOR,MASCULINO,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO,SUPLENTE,2519,0.125819210930238
2016,210000031067,PAULO CARLOS SANTOS DE SOUZA,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO INCOMPLETO,NÃO ELEITO,64,0.0031966770542021573
2016,210000030805,PAULO ADOLFO GONÇALVES LANDGRAF,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,NÃO ELEITO,328,0.016382969902786055
2016,210000023941,ANGELA MEDEIROS DOS SANTOS NUNES,VEREADOR,FEMININO,PRETA,SUPERIOR COMPLETO,SUPLENTE,219,0.010938629294848005
2016,210000023943,MÔNICA LEAL MARKUSONS,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,ELEITO POR QP,7254,0.3623233648622257
2016,210000024659,JOÃO VILSON COSTA SAMPAIO,VEREADOR,MASCULINO,BRANCA,LÊ E ESCREVE,SUPLENTE,300,0.01498442369157261
2016,210000022247,MAURO ROBERTO PINHEIRO,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,ELEITO POR QP,4984,0.24894122559599297
2016,210000030798,INDAIA TERESINHA FRAGA,VEREADOR,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,NÃO ELEITO,81,0.004045794396724605
2016,210000006939,CHESTER VALACE BATISTA GUIMARAES,VEREADOR,MASCULINO,PRETA,SUPERIOR COMPLETO,SUPLENTE,243,0.012137383190173814
2016,210000024159,ROZELI DA SILVA,VEREADOR,FEMININO,PRETA,ENSINO FUNDAMENTAL INCOMPLETO,SUPLENTE,976,0.04874932507658289
2016,210000010499,SOFIA CAVEDON NUNES,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,ELEITO POR QP,9670,0.48299792365835714
2016,210000022216,CLAUDIO ROBERTO BERNARDES ANDRADE,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,833,0.04160674978359995
2016,210000023935,FERNANDA NIENDICKER CALDAS JARDIM,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,3756,0.1876049846184891
2016,210000024146,JOSE VILSON PINTO DE TOLEDO,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,103,0.005144652134106596
2016,210000022203,DEBORALIS SILVA DE OLIVEIRA,VEREADOR,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,35,0.0017481827640168047
2016,210000027920,JOÃO CARLOS MENDONÇA RODRIGUES,PREFEITO,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,NÃO ELEITO,1230,0.0614361371354477
2016,210000031006,CLARISSE IRALA,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,NÃO ELEITO,333,0.016632710297645598
2016,210000030589,ELENICE MELO DOS SANTOS,VEREADOR,FEMININO,PRETA,SUPERIOR COMPLETO,NÃO ELEITO,45,0.0022476635537358913
2016,210000006962,MIGUEL GUSTAVO CORREA CHAGAS,VEREADOR,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,SUPLENTE,719,0.035912668780802355
2016,210000006936,BERNADETE DE LOURDES RODRIGUES DE MENEZES,VEREADOR,FEMININO,BRANCA,SUPERIOR INCOMPLETO,SUPLENTE,1770,0.0884080997802784
2016,210000021084,PEDRO AIRES DE MOURA,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,214,0.010688888899988463
2016,210000030799,JORGE ADAIR COSTA DOS SANTOS,VEREADOR,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,NÃO ELEITO,178,0.008890758056999749
2016,210000023975,ADI PEREIRA DE BRUM,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,213,0.010638940821016553
2016,210000024152,RUBENS MILLMAN,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,829,0.041406957467712315
2016,210000030586,JOSÉ ANTONIO SANTOS DA SILVA,VEREADOR,MASCULINO,PRETA,ENSINO FUNDAMENTAL COMPLETO,NÃO ELEITO,238,0.011887642795314271
2016,210000030588,GLADEMIR SANTOS DOS SANTOS,VEREADOR,MASCULINO,PARDA,ENSINO MÉDIO INCOMPLETO,NÃO ELEITO,28,0.0013985462112134435
2016,210000021058,DANIEL SERTÓRIO LEMOS DE CAMARGO,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,194,0.009689927320550289
2016,210000004102,MARCELO RIBEIRO PEREIRA,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,NÃO ELEITO,195,0.009739875399522197
2016,210000024666,LUIZ ROBERTO NUNES PADILLA,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,587,0.02931952235651041
2016,210000024708,LEANDRO GONÇALVES VIEIRA,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,308,0.015384008323347879
2020,210000668051,CINTIA ELISABETE DOS SANTOS FERREIRA,VEREADOR,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,SUPLENTE,212,0.011132454149517261
2020,210000668021,CLEONICE PEREIRA MACHADO,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,272,0.014283148720135353
2020,210000668032,BEATRIZ POGGETTI PICCOLI,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,165,0.008664410069199754
2020,210000652192,DANIEL BENDER LUDWIG,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,80,0.004200926094157457
2020,210000652186,ELIANE CARMANIM LIMA,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,261,0.013705521382188703
2020,210001055961,ADALCIR BRUBACHER,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,336,0.01764388959546132
2020,210000729042,LUIZ GOLIN,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,213,0.011184965725694229
2020,210001250389,PAULA RENATA CORREA WEBER PAIM,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,123,0.00645892386976709
2020,210000981667,ALLAN CHEMALE YURGEL,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,NÃO ELEITO,161,0.008454363764491882
2020,210000729362,PAULO RICARDO DA SILVA SCHUSTER,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,424,0.022264908299034523
2020,210000845655,LEONEL GUTERRES RADDE,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,ELEITO POR QP,5611,0.29464245392896865
2020,210000729363,JOSÉ RENATO SEVERO TAMARA,VEREADOR,MASCULINO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,SUPLENTE,61,0.003203206146795061
2020,210000636260,NEREU LOPES DA ROSA,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,NÃO ELEITO,438,0.023000070365512076
2020,210000845653,JAIRO MENEGAZ,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,176,0.009242037407146405
2020,210000668060,TAMI TEIXEIRA ASO,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,831,0.043637119803060585
2020,210001052282,IZOLDA DE MATOS GIRAUDO,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,79,0.004148414517980489
2020,210001055964,VOLNEI PEREIRA,VEREADOR,MASCULINO,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO,SUPLENTE,93,0.004883576584458043
2020,210001055975,ALESSANDRA RODRIGUES CAMARGO POSTAL,VEREADOR,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,199,0.010449803659216675
2020,210001055983,ROBERTO MARRONE,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,536,0.028146204830854962
2020,210000766213,ALCEU OLIVEIRA DA ROSA,VEREADOR,MASCULINO,PARDA,ENSINO FUNDAMENTAL INCOMPLETO,SUPLENTE,796,0.0417992146368667
2020,210001250408,LUIZ JACOMINI RIGHI FILHO,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,1011,0.05308920351491486
2020,210000766230,MÔNICA FABIANA SOARES RISPOLI,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,186,0.009767153168916087
2020,210000981661,HÉLIO CUSTÓDIO COSTA DA SILVA,VEREADOR,MASCULINO,PARDA,ENSINO MÉDIO INCOMPLETO,NÃO ELEITO,49,0.0025730672326714425
2020,210000960999,CHARLES AUGUSTO FRANCO DE OLIVEIRA,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,107,0.005618738650935599
2020,210000766248,LUCIANO FRITSCH PEIXOTO,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,288,0.015123333938966846
2020,210000766233,JOSÉ VENDRUSCOLLO,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,1547,0.08123540834576982
2020,210000683449,RODRIGO HEHN,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,113,0.005933808107997408
2020,210001183574,CARMEN ZOLEIKE FLORES INACIO,VEREADOR,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,NÃO ELEITO,955,0.05014855524900464
2020,210000668384,TIRZA GABRIELA DRUMOND FERREIRA,VEREADOR,FEMININO,BRANCA,SUPERIOR INCOMPLETO,NÃO ELEITO,172,0.009031991102438533
2020,210000683415,DILCE ABGAIL RODRIGUES PEREIRA,VEREADOR,FEMININO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,3399,0.17848684742551496
2020,210000683427,JORGE GUILHERME NACUL MOOJEN FILHO,VEREADOR,MASCULINO,BRANCA,SUPERIOR COMPLETO,SUPLENTE,77,0.004043391365626552
2020,210001052265,JANIO MEDEIROS JUNIOR,VEREADOR,MASCULINO,PARDA,SUPERIOR INCOMPLETO,SUPLENTE,342,0.017958959052523128
2020,210000729372,CRISTIAN JOSE DE LIMA GALVÃO,VEREADOR,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,SUPLENTE,106,0.005566227074758631
